,_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",County,Latitude,Longitude
19400,19401,6/2/2025,2022,Cocaine,Locality,51740,Portsmouth City,Portsmouth,44,46.3,Portsmouth City,36.8313802,-76.3700611
19401,19402,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51013,Arlington County,Arlington,29,12.1,Arlington County,38.8769326,-77.0893094
19402,19403,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51690,Martinsville City,West Piedmont,7,56.7,Martinsville City,36.6909706,-79.8750387
19403,19404,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51015,Augusta County,Central Shenandoah,0,0,Augusta County,38.1793809,-79.1525761
19404,19405,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51139,Page County,Lord Fairfax,7,29.2,Page County,38.6002354,-78.5016516
19405,19406,6/2/2025,2021,Any Opioids,Locality,51187,Warren County,Lord Fairfax,16,39.5,Warren County,38.9131907,-78.2096656
19406,19407,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51161,Roanoke County,Alleghany,*,*,Roanoke County,37.2377673,-80.0759642
19407,19408,6/2/2025,2025†,Benzodiazepine,Locality,51750,Radford City,New River,0,0,Radford City,37.130445,-80.5793077
19408,19409,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51045,Craig County,Alleghany,0,0,Craig County,37.4760225,-80.1990826
19409,19410,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51143,Pittsylvania County,Pittsylvania/Danville,3,5,Pittsylvania County,36.8121678,-79.4364106
19410,19411,6/2/2025,2019,Cocaine,Locality,51660,Harrisonburg City,Central Shenandoah,2,3.8,Harrisonburg City,38.4459647,-78.8698623
19411,19412,6/2/2025,2020,Any Opioids,Locality,51680,Lynchburg City,Central Virginia,13,15.9,Lynchburg City,37.4137536,-79.1422464
19412,19413,6/2/2025,2025†,Benzodiazepine,Locality,51031,Campbell County,Central Virginia,0,0,Campbell County,37.2158191,-79.1165953
19413,19414,6/2/2025,2019,Cocaine,Locality,51015,Augusta County,Central Shenandoah,0,0,Augusta County,38.1793809,-79.1525761
19414,19415,6/2/2025,2024^,Cocaine,Locality,51065,Fluvanna County,Blue Ridge,3,10.9,Fluvanna County,37.8488527,-78.2789994
19415,19416,6/2/2025,2025†,Heroin,Locality,51083,Halifax County,Southside,0,0,Halifax County,36.747244,-78.9425634
19416,19417,6/2/2025,2019,All-Drug,Locality,51015,Augusta County,Central Shenandoah,9,11.9,Augusta County,38.1793809,-79.1525761
19417,19418,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51121,Montgomery County,New River,0,0,Montgomery County,37.1750002,-80.3742979
19418,19419,6/2/2025,2023,All-Drug,Locality,51095,James City County,Peninsula,10,12.9,James City County,37.3211485,-76.7972515
19419,19420,6/2/2025,2019,Any Opioids,Locality,51137,Orange County,Rappahannock/Rapidan,10,27,Orange County,38.2490349,-78.013983
19420,19421,6/2/2025,2024^,Benzodiazepine,Locality,51145,Powhatan County,Chesterfield,0,0,Powhatan County,37.5531622,-77.9112655
19421,19422,6/2/2025,2023,All-Drug,Locality,51520,Bristol City,Mount Rogers,6,34.6,Bristol City,36.5986958,-82.1812481
19422,19423,6/2/2025,2022,Any Opioids,Locality,51037,Charlotte County,Piedmont,3,25.4,Charlotte County,37.0416273,-78.6523968
19423,19424,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51085,Hanover County,Chickahominy,4,3.7,Hanover County,37.744783,-77.4464165
19424,19425,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
19425,19426,6/2/2025,2021,Benzodiazepine,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
19426,19427,6/2/2025,2022,Cocaine,Locality,51169,Scott County,Lenowisco,0,0,Scott County,36.7117473,-82.5893052
19427,19428,6/2/2025,2020,Heroin,Locality,51197,Wythe County,Mount Rogers,1,3.5,Wythe County,36.9118401,-81.0639347
19428,19429,6/2/2025,2019,Methadone,Locality,51191,Washington County,Mount Rogers,0,0,Washington County,36.740236,-81.9421666
19429,19430,6/2/2025,2023,Benzodiazepine,Locality,51127,New Kent County,Chickahominy,0,0,New Kent County,37.4974701,-76.9990453
19430,19431,6/2/2025,2023,Cocaine,Locality,51095,James City County,Peninsula,5,6.4,James City County,37.3211485,-76.7972515
19431,19432,6/2/2025,2019,Psychostimulant,Locality,51810,Virginia Beach City,Virginia Beach,12,2.7,Virginia Beach City,36.7804592,-76.0894987
19432,19433,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51510,Alexandria City,Alexandria,10,6.3,Alexandria City,38.8243417,-77.0855941
19433,19434,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51700,Newport News City,Peninsula,0,0,Newport News City,37.0867976,-76.4715359
19434,19435,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51800,Suffolk City,Western Tidewater,2,2.1,Suffolk City,36.7280842,-76.581348
19435,19436,6/2/2025,2021,Cocaine,Locality,51141,Patrick County,West Piedmont,1,5.7,Patrick County,36.6818706,-80.284636
19436,19437,6/2/2025,2021,Methadone,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
19437,19438,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51049,Cumberland County,Piedmont,4,40.3,Cumberland County,37.5004191,-78.2469202
19438,19439,6/2/2025,2025†,Psychostimulant,Locality,51195,Wise County,Lenowisco,0,0,Wise County,37.0170633,-82.6103804
19439,19440,6/2/2025,2021,Psychostimulant,Locality,51061,Fauquier County,Rappahannock/Rapidan,3,4.2,Fauquier County,38.7513714,-77.8141221
19440,19441,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51071,Giles County,New River,1,6,Giles County,37.3088528,-80.7098781
19441,19442,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51760,Richmond City,Richmond City,12,5.2,Richmond City,37.5433591,-77.4353135
19442,19443,6/2/2025,2024^,Psychostimulant,Locality,51171,Shenandoah County,Lord Fairfax,2,4.6,Shenandoah County,38.856559,-78.5890893
19443,19444,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,2,28.8,King and Queen County,37.7196754,-76.8794158
19444,19445,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51683,Manassas City,Prince William,0,0,Manassas City,38.7615639,-77.6217121
19445,19446,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51165,Rockingham County,Central Shenandoah,7,8.5,Rockingham County,38.5080288,-78.8949442
19446,19447,6/2/2025,2021,Cocaine,Locality,51069,Frederick County,Lord Fairfax,3,3.3,Frederick County,39.2127031,-78.279166
19447,19448,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
19448,19449,6/2/2025,2019,Methadone,Locality,51750,Radford City,New River,0,0,Radford City,37.130445,-80.5793077
19449,19450,6/2/2025,2021,Cocaine,Locality,51045,Craig County,Alleghany,0,0,Craig County,37.4760225,-80.1990826
19450,19451,6/2/2025,2019,Psychostimulant,Locality,51197,Wythe County,Mount Rogers,3,10.5,Wythe County,36.9118401,-81.0639347
19451,19452,6/2/2025,2019,Any Opioids,Locality,51171,Shenandoah County,Lord Fairfax,9,20.6,Shenandoah County,38.856559,-78.5890893
19452,19453,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51187,Warren County,Lord Fairfax,3,7.4,Warren County,38.9131907,-78.2096656
19453,19454,6/2/2025,2020,Methadone,Locality,51037,Charlotte County,Piedmont,0,0,Charlotte County,37.0416273,-78.6523968
19454,19455,6/2/2025,2022,Heroin,Locality,51685,Manassas Park City,Prince William,0,0,Manassas Park City,38.7662308,-77.441908
19455,19456,6/2/2025,2019,Psychostimulant,Locality,51077,Grayson County,Mount Rogers,0,0,Grayson County,36.6512208,-81.2114025
19456,19457,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51680,Lynchburg City,Central Virginia,0,0,Lynchburg City,37.4137536,-79.1422464
19457,19458,6/2/2025,2019,All-Drug,Locality,51029,Buckingham County,Piedmont,1,5.8,Buckingham County,37.5558826,-78.5547172
19458,19459,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51029,Buckingham County,Piedmont,4,23.3,Buckingham County,37.5558826,-78.5547172
19459,19460,6/2/2025,2020,All-Drug,Locality,51013,Arlington County,Arlington,34,14.2,Arlington County,38.8769326,-77.0893094
19460,19461,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51087,Henrico County,Henrico,*,*,Henrico County,37.5131191,-77.3465081
19461,19462,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,5,2,Chesapeake City,36.7503719,-76.22858
19462,19463,6/2/2025,2020,All-Drug,Locality,51043,Clarke County,Lord Fairfax,0,0,Clarke County,39.119728,-77.9926448
19463,19464,6/2/2025,2024^,All-Drug,Locality,51175,Southampton County,Western Tidewater,2,11.3,Southampton County,36.6959378,-77.1586002
19464,19465,6/2/2025,2023,Any Opioids,Locality,51103,Lancaster County,Three Rivers,2,18.8,Lancaster County,37.7625738,-76.4723233
19465,19466,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51720,Norton City,Lenowisco,0,0,Norton City,36.9332591,-82.6352237
19466,19467,6/2/2025,2025†,Heroin,Locality,51740,Portsmouth City,Portsmouth,0,0,Portsmouth City,36.8313802,-76.3700611
19467,19468,6/2/2025,2022,Benzodiazepine,Locality,51105,Lee County,Lenowisco,0,0,Lee County,36.6841272,-83.0973211
19468,19469,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51147,Prince Edward County,Piedmont,0,0,Prince Edward County,37.2293293,-78.4628573
19469,19470,6/2/2025,2022,All-Drug,Locality,51139,Page County,Lord Fairfax,5,20.9,Page County,38.6002354,-78.5016516
19470,19471,6/2/2025,2025†,All-Drug,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
19471,19472,6/2/2025,2020,Psychostimulant,Locality,51059,Fairfax County,Fairfax,11,1,Fairfax County,38.8156356,-77.2836849
19472,19473,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,0,0,Lancaster County,37.7625738,-76.4723233
19473,19474,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51075,Goochland County,Chickahominy,0,0,Goochland County,37.7204342,-77.8837984
19474,19475,6/2/2025,2019,Cocaine,Locality,51153,Prince William County,Prince William,13,2.8,Prince William County,38.7389846,-77.5536743
19475,19476,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51019,Bedford County,Central Virginia,26,32.6,Bedford County,37.3123905,-79.5399003
19476,19477,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51009,Amherst County,Central Virginia,4,12.6,Amherst County,37.5997548,-79.1483701
19477,19478,6/2/2025,2019,Psychostimulant,Locality,51650,Hampton City,Hampton,4,3,Hampton City,37.0264414,-76.3442846
19478,19479,6/2/2025,2020,All-Drug,Locality,51670,Hopewell City,Crater,17,76,Hopewell City,37.3103824,-77.2977788
19479,19480,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51137,Orange County,Rappahannock/Rapidan,15,39.8,Orange County,38.2490349,-78.013983
19480,19481,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51710,Norfolk City,Norfolk City,9,3.7,Norfolk City,36.8585511,-76.3047394
19481,19482,6/2/2025,2021,Methadone,Locality,51630,Fredericksburg City,Rappahannock,1,3.4,Fredericksburg City,38.3016119,-77.4666482
19482,19483,6/2/2025,2019,All-Drug,Locality,51153,Prince William County,Prince William,66,14,Prince William County,38.7389846,-77.5536743
19483,19484,6/2/2025,2019,Methadone,Locality,51790,Staunton City,Central Shenandoah,1,4,Staunton City,38.1608862,-79.0384442
19484,19485,6/2/2025,2020,Methadone,Locality,51181,Surry County,Crater,0,0,Surry County,37.1118778,-76.895924
19485,19486,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51685,Manassas Park City,Prince William,1,5.6,Manassas Park City,38.7662308,-77.441908
19486,19487,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51595,Emporia City,Crater,1,19,Emporia City,36.6937606,-77.5357141
19487,19488,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51003,Albemarle County,Blue Ridge,16,14.5,Albemarle County,38.0085107,-78.6086754
19488,19489,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51163,Rockbridge County,Central Shenandoah,4,17.6,Rockbridge County,37.7776,-79.4308
19489,19490,6/2/2025,2023,Psychostimulant,Locality,51155,Pulaski County,New River,11,32.4,Pulaski County,37.0580572,-80.7297289
19490,19491,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51137,Orange County,Rappahannock/Rapidan,0,0,Orange County,38.2490349,-78.013983
19491,19492,6/2/2025,2025†,Methadone,Locality,51035,Carroll County,Mount Rogers,0,0,Carroll County,36.7365816,-80.7439791
19492,19493,6/2/2025,2023,Any Opioids,Locality,51121,Montgomery County,New River,11,11.2,Montgomery County,37.1750002,-80.3742979
19493,19494,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,0,0,Lancaster County,37.7625738,-76.4723233
19494,19495,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51630,Fredericksburg City,Rappahannock,2,6.8,Fredericksburg City,38.3016119,-77.4666482
19495,19496,6/2/2025,2020,Benzodiazepine,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5,Danville City,36.5863941,-79.3920409
19496,19497,6/2/2025,2021,Methadone,Locality,51685,Manassas Park City,Prince William,0,0,Manassas Park City,38.7662308,-77.441908
19497,19498,6/2/2025,2024^,All-Drug,Locality,51153,Prince William County,Prince William,61,12.8,Prince William County,38.7389846,-77.5536743
19498,19499,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51710,Norfolk City,Norfolk City,7,2.9,Norfolk City,36.8585511,-76.3047394
19499,19500,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51045,Craig County,Alleghany,0,0,Craig County,37.4760225,-80.1990826
19500,19501,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51069,Frederick County,Lord Fairfax,6,6.6,Frederick County,39.2127031,-78.279166
19501,19502,6/2/2025,2024^,Methadone,Locality,51790,Staunton City,Central Shenandoah,0,0,Staunton City,38.1608862,-79.0384442
19502,19503,6/2/2025,2024^,Psychostimulant,Locality,51650,Hampton City,Hampton,2,1.5,Hampton City,37.0264414,-76.3442846
19503,19504,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51141,Patrick County,West Piedmont,1,5.7,Patrick County,36.6818706,-80.284636
19504,19505,6/2/2025,2024^,Cocaine,Locality,51153,Prince William County,Prince William,21,4.4,Prince William County,38.7389846,-77.5536743
19505,19506,6/2/2025,2025†,Cocaine,Locality,51087,Henrico County,Henrico,*,*,Henrico County,37.5131191,-77.3465081
19506,19507,6/2/2025,2023,Cocaine,Locality,51197,Wythe County,Mount Rogers,1,3.5,Wythe County,36.9118401,-81.0639347
19507,19508,6/2/2025,2023,All-Drug,Locality,51510,Alexandria City,Alexandria,21,13.2,Alexandria City,38.8243417,-77.0855941
19508,19509,6/2/2025,2023,Cocaine,Locality,51620,Franklin City,Western Tidewater,4,51.1,Franklin City,38.0078996,-75.3835302
19509,19510,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51121,Montgomery County,New River,3,3,Montgomery County,37.1750002,-80.3742979
19510,19511,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51157,Rappahannock County,Rappahannock/Rapidan,2,27.5,Rappahannock County,38.6926326,-78.1495818
19511,19512,6/2/2025,2023,All-Drug,Locality,51620,Franklin City,Western Tidewater,5,63.8,Franklin City,38.0078996,-75.3835302
19512,19513,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,3,14.9,Greene County,38.2954503,-78.4704823
19513,19514,6/2/2025,2022,Methadone,Locality,51089,Henry County,West Piedmont,1,2,Henry County,36.6725813,-79.9242922
19514,19515,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51520,Bristol City,Mount Rogers,2,11.5,Bristol City,36.5986958,-82.1812481
19515,19516,6/2/2025,2024^,Benzodiazepine,Locality,51099,King George County,Rappahannock,0,0,King George County,38.2786312,-77.175356
19516,19517,6/2/2025,2025†,Any Opioids,Locality,51630,Fredericksburg City,Rappahannock,0,0,Fredericksburg City,38.3016119,-77.4666482
19517,19518,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
19518,19519,6/2/2025,2025†,Benzodiazepine,Locality,51193,Westmoreland County,Three Rivers,0,0,Westmoreland County,38.1153203,-76.7567355
19519,19520,6/2/2025,2021,Heroin,Locality,51169,Scott County,Lenowisco,1,4.6,Scott County,36.7117473,-82.5893052
19520,19521,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,14,50.5,Winchester City,39.0789377,-78.2153455
19521,19522,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51159,Richmond County,Three Rivers,0,0,Richmond County,37.9476108,-76.7161921
19522,19523,6/2/2025,2023,Heroin,Locality,51171,Shenandoah County,Lord Fairfax,1,2.3,Shenandoah County,38.856559,-78.5890893
19523,19524,6/2/2025,2023,Any Opioids,Locality,51840,Winchester City,Lord Fairfax,6,21.7,Winchester City,39.0789377,-78.2153455
19524,19525,6/2/2025,2024^,Cocaine,Locality,51031,Campbell County,Central Virginia,0,0,Campbell County,37.2158191,-79.1165953
19525,19526,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51155,Pulaski County,New River,11,32.4,Pulaski County,37.0580572,-80.7297289
19526,19527,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51999,Unknown,Unknown,0,,Unknown,38.9078952,-77.2578458
19527,19528,6/2/2025,2024^,Any Opioids,Locality,51185,Tazewell County,Cumberland Plateau,12,29.6,Tazewell County,37.1236041,-81.5684129
19528,19529,6/2/2025,2025†,Cocaine,Locality,51145,Powhatan County,Chesterfield,0,0,Powhatan County,37.5531622,-77.9112655
19529,19530,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51131,Northampton County,Eastern Shore,0,0,Northampton County,37.3688433,-75.9265679
19530,19531,6/2/2025,2020,Any Opioids,Locality,51007,Amelia County,Piedmont,7,53.8,Amelia County,37.3319664,-78.008448
19531,19532,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
19532,19533,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
19533,19534,6/2/2025,2025†,Benzodiazepine,Locality,51065,Fluvanna County,Blue Ridge,0,0,Fluvanna County,37.8488527,-78.2789994
19534,19535,6/2/2025,2023,Benzodiazepine,Locality,51169,Scott County,Lenowisco,0,0,Scott County,36.7117473,-82.5893052
19535,19536,6/2/2025,2022,Cocaine,Locality,51127,New Kent County,Chickahominy,2,8.5,New Kent County,37.4974701,-76.9990453
19536,19537,6/2/2025,2025†,Heroin,Locality,51177,Spotsylvania County,Rappahannock,0,0,Spotsylvania County,38.1880936,-77.6741751
19537,19538,6/2/2025,2025†,Methadone,Locality,51595,Emporia City,Crater,0,0,Emporia City,36.6937606,-77.5357141
19538,19539,6/2/2025,2023,Any Opioids,Locality,51079,Greene County,Blue Ridge,4,19.9,Greene County,38.2954503,-78.4704823
19539,19540,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51075,Goochland County,Chickahominy,0,0,Goochland County,37.7204342,-77.8837984
19540,19541,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51003,Albemarle County,Blue Ridge,14,12.7,Albemarle County,38.0085107,-78.6086754
19541,19542,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51009,Amherst County,Central Virginia,9,28.4,Amherst County,37.5997548,-79.1483701
19542,19543,6/2/2025,2019,All-Drug,Locality,51003,Albemarle County,Blue Ridge,10,9.1,Albemarle County,38.0085107,-78.6086754
19543,19544,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51073,Gloucester County,Three Rivers,5,13.3,Gloucester County,37.4452288,-76.5594479
19544,19545,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51685,Manassas Park City,Prince William,0,0,Manassas Park City,38.7662308,-77.441908
19545,19546,6/2/2025,2025†,Any Opioids,Locality,51550,Chesapeake City,Chesapeake,*,*,Chesapeake City,36.7503719,-76.22858
19546,19547,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51175,Southampton County,Western Tidewater,0,0,Southampton County,36.6959378,-77.1586002
19547,19548,6/2/2025,2025†,Benzodiazepine,Locality,51067,Franklin County,West Piedmont,0,0,Franklin County,37.0527719,-79.8813093
19548,19549,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.6,Rappahannock County,38.6926326,-78.1495818
19549,19550,6/2/2025,2019,All-Drug,Locality,51009,Amherst County,Central Virginia,7,22.1,Amherst County,37.5997548,-79.1483701
19550,19551,6/2/2025,2022,Methadone,Locality,51630,Fredericksburg City,Rappahannock,0,0,Fredericksburg City,38.3016119,-77.4666482
19551,19552,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51019,Bedford County,Central Virginia,19,23.8,Bedford County,37.3123905,-79.5399003
19552,19553,6/2/2025,2025†,Any Opioids,Locality,51720,Norton City,Lenowisco,0,0,Norton City,36.9332591,-82.6352237
19553,19554,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51595,Emporia City,Crater,6,114.1,Emporia City,36.6937606,-77.5357141
19554,19555,6/2/2025,2023,All-Drug,Locality,51670,Hopewell City,Crater,24,107.3,Hopewell City,37.3103824,-77.2977788
19555,19556,6/2/2025,2023,Methadone,Locality,51181,Surry County,Crater,0,0,Surry County,37.1118778,-76.895924
19556,19557,6/2/2025,2023,Psychostimulant,Locality,51059,Fairfax County,Fairfax,18,1.6,Fairfax County,38.8156356,-77.2836849
19557,19558,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51137,Orange County,Rappahannock/Rapidan,14,37.1,Orange County,38.2490349,-78.013983
19558,19559,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51790,Staunton City,Central Shenandoah,0,0,Staunton City,38.1608862,-79.0384442
19559,19560,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51081,Greensville County,Crater,0,0,Greensville County,36.6405713,-77.5768298
19560,19561,6/2/2025,2022,Any Opioids,Locality,51175,Southampton County,Western Tidewater,4,22.7,Southampton County,36.6959378,-77.1586002
19561,19562,6/2/2025,2020,Any Opioids,Locality,51057,Essex County,Three Rivers,3,27.4,Essex County,37.9140592,-76.9326385
19562,19563,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51740,Portsmouth City,Portsmouth,39,41,Portsmouth City,36.8313802,-76.3700611
19563,19564,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51173,Smyth County,Mount Rogers,0,0,Smyth County,36.8440149,-81.5418453
19564,19565,6/2/2025,2025†,Cocaine,Locality,51137,Orange County,Rappahannock/Rapidan,0,0,Orange County,38.2490349,-78.013983
19565,19566,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.6,Rappahannock County,38.6926326,-78.1495818
19566,19567,6/2/2025,2025†,Cocaine,Locality,51013,Arlington County,Arlington,0,0,Arlington County,38.8769326,-77.0893094
19567,19568,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51041,Chesterfield County,Chesterfield,81,22.6,Chesterfield County,37.3859982,-77.578509
19568,19569,6/2/2025,2022,Benzodiazepine,Locality,51147,Prince Edward County,Piedmont,0,0,Prince Edward County,37.2293293,-78.4628573
19569,19570,6/2/2025,2020,Cocaine,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
19570,19571,6/2/2025,2024^,Psychostimulant,Locality,51047,Culpeper County,Rappahannock/Rapidan,2,3.7,Culpeper County,38.4912207,-77.9618216
19571,19572,6/2/2025,2021,Benzodiazepine,Locality,51199,York County,Peninsula,0,0,York County,37.2230374,-76.5156945
19572,19573,6/2/2025,2023,Any Opioids,Locality,51690,Martinsville City,West Piedmont,7,56.7,Martinsville City,36.6909706,-79.8750387
19573,19574,6/2/2025,2021,Psychostimulant,Locality,51125,Nelson County,Blue Ridge,0,0,Nelson County,37.7755351,-78.8973622
19574,19575,6/2/2025,2024^,Psychostimulant,Locality,51149,Prince George County,Crater,0,0,Prince George County,37.1815024,-77.2153144
19575,19576,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51830,Williamsburg City,Peninsula,0,0,Williamsburg City,37.2752185,-76.7086408
19576,19577,6/2/2025,2025†,All-Drug,Locality,51137,Orange County,Rappahannock/Rapidan,0,0,Orange County,38.2490349,-78.013983
19577,19578,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51153,Prince William County,Prince William,7,1.5,Prince William County,38.7389846,-77.5536743
19578,19579,6/2/2025,2021,Psychostimulant,Locality,51735,Poquoson City,Peninsula,0,0,Poquoson City,37.1218129,-76.3965063
19579,19580,6/2/2025,2024^,Psychostimulant,Locality,51093,Isle of Wight County,Western Tidewater,0,0,Isle of Wight County,36.8953677,-76.7248143
19580,19581,6/2/2025,2025†,Cocaine,Locality,51043,Clarke County,Lord Fairfax,0,0,Clarke County,39.119728,-77.9926448
19581,19582,6/2/2025,2022,Psychostimulant,Locality,51179,Stafford County,Rappahannock,7,4.5,Stafford County,38.4167265,-77.4579783
19582,19583,6/2/2025,2023,Cocaine,Locality,51161,Roanoke County,Alleghany,13,13.8,Roanoke County,37.2377673,-80.0759642
19583,19584,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51105,Lee County,Lenowisco,1,4.3,Lee County,36.6841272,-83.0973211
19584,19585,6/2/2025,2024^,Methadone,Locality,51113,Madison County,Rappahannock/Rapidan,0,0,Madison County,38.4114615,-78.2846634
19585,19586,6/2/2025,2025†,Any Opioids,Locality,51015,Augusta County,Central Shenandoah,0,0,Augusta County,38.1793809,-79.1525761
