_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
15204,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51173,Smyth County,Mount Rogers,2,6.6
15205,6/2/2025,2020,Heroin,Locality,51053,Dinwiddie County,Crater,2,7
15206,6/2/2025,2023,Psychostimulant,Locality,51580,Covington City,Alleghany,3,53.2
15207,6/2/2025,2023,Heroin,Locality,51165,Rockingham County,Central Shenandoah,0,0
15208,6/2/2025,2023,Heroin,Locality,51800,Suffolk City,Western Tidewater,3,3.2
15209,6/2/2025,2019,Methadone,Locality,51810,Virginia Beach City,Virginia Beach,1,0.2
15210,6/2/2025,2021,Cocaine,Locality,51103,Lancaster County,Three Rivers,3,28.3
15211,6/2/2025,2025†,Psychostimulant,Locality,51003,Albemarle County,Blue Ridge,0,0
15212,6/2/2025,2022,Heroin,Locality,51031,Campbell County,Central Virginia,1,1.8
15213,6/2/2025,2023,Heroin,Locality,51145,Powhatan County,Chesterfield,0,0
15214,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51155,Pulaski County,New River,1,2.9
15215,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51079,Greene County,Blue Ridge,2,9.9
15216,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51840,Winchester City,Lord Fairfax,0,0
15217,6/2/2025,2024^,Methadone,Locality,51131,Northampton County,Eastern Shore,0,0
15218,6/2/2025,2022,Benzodiazepine,Locality,51083,Halifax County,Southside,1,3
15219,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51133,Northumberland County,Three Rivers,2,16.6
15220,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51800,Suffolk City,Western Tidewater,9,9.6
15221,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51047,Culpeper County,Rappahannock/Rapidan,3,5.6
15222,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51510,Alexandria City,Alexandria,3,1.9
15223,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51660,Harrisonburg City,Central Shenandoah,7,13.2
15224,6/2/2025,2019,Benzodiazepine,Locality,51121,Montgomery County,New River,1,1
15225,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51099,King George County,Rappahannock,2,7.5
15226,6/2/2025,2021,All-Drug,Locality,51155,Pulaski County,New River,21,61.9
15227,6/2/2025,2023,Psychostimulant,Locality,51830,Williamsburg City,Peninsula,0,0
15228,6/2/2025,2025†,Psychostimulant,Locality,51009,Amherst County,Central Virginia,0,0
15229,6/2/2025,2021,Psychostimulant,Locality,51027,Buchanan County,Cumberland Plateau,4,19.4
15230,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51101,King William County,Three Rivers,2,11.3
15231,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51181,Surry County,Crater,0,0
15232,6/2/2025,2025†,Methadone,Locality,51159,Richmond County,Three Rivers,0,0
15233,6/2/2025,2019,Heroin,Locality,51025,Brunswick County,Southside,2,12.3
15234,6/2/2025,2024^,Heroin,Locality,51127,New Kent County,Chickahominy,0,0
15235,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51089,Henry County,West Piedmont,4,8
15236,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51107,Loudoun County,Loudoun,11,2.6
15237,6/2/2025,2022,Any Opioids,Locality,51683,Manassas City,Prince William,10,24.5
15238,6/2/2025,2020,Heroin,Locality,51700,Newport News City,Peninsula,18,10.1
15239,6/2/2025,2024^,All-Drug,Locality,51165,Rockingham County,Central Shenandoah,7,8.5
15240,6/2/2025,2020,Cocaine,Locality,51199,York County,Peninsula,6,8.7
15241,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51820,Waynesboro City,Central Shenandoah,0,0
15242,6/2/2025,2024^,Benzodiazepine,Locality,51013,Arlington County,Arlington,5,2.1
15243,6/2/2025,2020,Heroin,Locality,51081,Greensville County,Crater,0,0
15244,6/2/2025,2021,Benzodiazepine,Locality,51610,Falls Church City,Fairfax,1,6.8
15245,6/2/2025,2022,Benzodiazepine,Locality,51161,Roanoke County,Alleghany,2,2.1
15246,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51183,Sussex County,Crater,1,9.2
15247,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51750,Radford City,New River,5,27.4
15248,6/2/2025,2023,Any Opioids,Locality,51071,Giles County,New River,4,24
15249,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51650,Hampton City,Hampton,40,29.5
15250,6/2/2025,2023,Cocaine,Locality,51147,Prince Edward County,Piedmont,3,13
15251,6/2/2025,2020,Psychostimulant,Locality,51770,Roanoke City,Roanoke City,34,34.3
15252,6/2/2025,2022,Benzodiazepine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
15253,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51810,Virginia Beach City,Virginia Beach,24,5.3
15254,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51173,Smyth County,Mount Rogers,8,26.6
15255,6/2/2025,2024^,Benzodiazepine,Locality,51043,Clarke County,Lord Fairfax,0,0
15256,6/2/2025,2021,Benzodiazepine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
15257,6/2/2025,2020,Benzodiazepine,Locality,51109,Louisa County,Blue Ridge,0,0
15258,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51099,King George County,Rappahannock,8,29.2
15259,6/2/2025,2023,Any Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
15260,6/2/2025,2020,Benzodiazepine,Locality,51191,Washington County,Mount Rogers,1,1.9
15261,6/2/2025,2024^,Benzodiazepine,Locality,51017,Bath County,Central Shenandoah,0,0
15262,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51193,Westmoreland County,Three Rivers,3,16.7
15263,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51107,Loudoun County,Loudoun,20,4.8
15264,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51133,Northumberland County,Three Rivers,0,0
15265,6/2/2025,2020,Cocaine,Locality,51025,Brunswick County,Southside,1,6.2
15266,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51193,Westmoreland County,Three Rivers,9,49.6
15267,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51520,Bristol City,Mount Rogers,1,5.8
15268,6/2/2025,2025†,Heroin,Locality,51063,Floyd County,New River,0,0
15269,6/2/2025,2025†,Benzodiazepine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
15270,6/2/2025,2021,Benzodiazepine,Locality,51595,Emporia City,Crater,0,0
15271,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51670,Hopewell City,Crater,0,0
15272,6/2/2025,2023,Methadone,Locality,51093,Isle of Wight County,Western Tidewater,0,0
15273,6/2/2025,2020,Psychostimulant,Locality,51019,Bedford County,Central Virginia,8,10
15274,6/2/2025,2023,Methadone,Locality,51085,Hanover County,Chickahominy,3,2.8
15275,6/2/2025,2024^,Psychostimulant,Locality,51111,Lunenburg County,Piedmont,0,0
15276,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51700,Newport News City,Peninsula,58,32.4
15277,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51131,Northampton County,Eastern Shore,4,34.3
15278,6/2/2025,2022,Psychostimulant,Locality,51153,Prince William County,Prince William,4,0.8
15279,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51047,Culpeper County,Rappahannock/Rapidan,4,7.5
15280,6/2/2025,2025†,Methadone,Locality,51077,Grayson County,Mount Rogers,0,0
15281,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51119,Middlesex County,Three Rivers,1,9.5
15282,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51125,Nelson County,Blue Ridge,1,6.8
15283,6/2/2025,2025†,Cocaine,Locality,51077,Grayson County,Mount Rogers,0,0
15284,6/2/2025,2019,Any Opioids,Locality,51033,Caroline County,Rappahannock,4,13
15285,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51109,Louisa County,Blue Ridge,1,2.6
15286,6/2/2025,2023,Cocaine,Locality,51133,Northumberland County,Three Rivers,1,8.3
15287,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51735,Poquoson City,Peninsula,4,32.6
15288,6/2/2025,2022,Benzodiazepine,Locality,51690,Martinsville City,West Piedmont,0,0
15289,6/2/2025,2021,All-Drug,Locality,51119,Middlesex County,Three Rivers,5,47.3
15290,6/2/2025,2023,All-Drug,Locality,51730,Petersburg City,Crater,35,115
15291,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51053,Dinwiddie County,Crater,1,3.5
15292,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51540,Charlottesville City,Blue Ridge,2,4.3
15293,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51149,Prince George County,Crater,0,0
15294,6/2/2025,2025†,Heroin,Locality,51059,Fairfax County,Fairfax,0,0
15295,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51179,Stafford County,Rappahannock,25,15.9
15296,6/2/2025,2022,Psychostimulant,Locality,51165,Rockingham County,Central Shenandoah,6,7.3
15297,6/2/2025,2024^,Benzodiazepine,Locality,51015,Augusta County,Central Shenandoah,0,0
15298,6/2/2025,2023,Cocaine,Locality,51085,Hanover County,Chickahominy,12,11.1
15299,6/2/2025,2020,Methadone,Locality,51025,Brunswick County,Southside,0,0
15300,6/2/2025,2023,Any Opioids,Locality,51021,Bland County,Mount Rogers,1,16
15301,6/2/2025,2023,Any Opioids,Locality,51087,Henrico County,Henrico,108,32.4
15302,6/2/2025,2023,All-Drug,Locality,51133,Northumberland County,Three Rivers,2,16.6
15303,6/2/2025,2024^,Heroin,Locality,51005,Alleghany County,Alleghany,0,0
15304,6/2/2025,2023,Psychostimulant,Locality,51685,Manassas Park City,Prince William,0,0
15305,6/2/2025,2023,Psychostimulant,Locality,51820,Waynesboro City,Central Shenandoah,4,17.6
15306,6/2/2025,2020,Cocaine,Locality,51690,Martinsville City,West Piedmont,1,8.1
15307,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51121,Montgomery County,New River,2,2
15308,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51023,Botetourt County,Alleghany,2,5.9
15309,6/2/2025,2025†,Psychostimulant,Locality,51053,Dinwiddie County,Crater,0,0
15310,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51520,Bristol City,Mount Rogers,2,11.5
15311,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
15312,6/2/2025,2021,Benzodiazepine,Locality,51133,Northumberland County,Three Rivers,1,8.3
15313,6/2/2025,2022,Methadone,Locality,51017,Bath County,Central Shenandoah,0,0
15314,6/2/2025,2020,Any Opioids,Locality,51155,Pulaski County,New River,8,23.6
15315,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51079,Greene County,Blue Ridge,3,14.9
15316,6/2/2025,2021,Cocaine,Locality,51109,Louisa County,Blue Ridge,4,10.5
15317,6/2/2025,2023,Heroin,Locality,51041,Chesterfield County,Chesterfield,7,2
15318,6/2/2025,2021,Benzodiazepine,Locality,51025,Brunswick County,Southside,0,0
15319,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51840,Winchester City,Lord Fairfax,15,54.2
15320,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51077,Grayson County,Mount Rogers,0,0
15321,6/2/2025,2020,All-Drug,Locality,51690,Martinsville City,West Piedmont,11,89
15322,6/2/2025,2023,Heroin,Locality,51195,Wise County,Lenowisco,0,0
15323,6/2/2025,2023,Benzodiazepine,Locality,51660,Harrisonburg City,Central Shenandoah,1,1.9
15324,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51191,Washington County,Mount Rogers,11,20.5
15325,6/2/2025,2022,Cocaine,Locality,51175,Southampton County,Western Tidewater,1,5.7
15326,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51750,Radford City,New River,1,5.5
15327,6/2/2025,2019,Benzodiazepine,Locality,51710,Norfolk City,Norfolk City,5,2.1
15328,6/2/2025,2023,Benzodiazepine,Locality,51700,Newport News City,Peninsula,4,2.2
15329,6/2/2025,2024^,Cocaine,Locality,51009,Amherst County,Central Virginia,1,3.2
15330,6/2/2025,2024^,Cocaine,Locality,51003,Albemarle County,Blue Ridge,6,5.4
15331,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51600,Fairfax City,Fairfax,0,0
15332,6/2/2025,2023,Methadone,Locality,51036,Charles City County,Chickahominy,0,0
15333,6/2/2025,2021,Methadone,Locality,51740,Portsmouth City,Portsmouth,6,6.3
15334,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51167,Russell County,Cumberland Plateau,2,7.5
15335,6/2/2025,2022,Benzodiazepine,Locality,51075,Goochland County,Chickahominy,0,0
15336,6/2/2025,2025†,Benzodiazepine,Locality,51011,Appomattox County,Central Virginia,0,0
15337,6/2/2025,2019,Benzodiazepine,Locality,51091,Highland County,Central Shenandoah,0,0
15338,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
15339,6/2/2025,2019,Cocaine,Locality,51595,Emporia City,Crater,0,0
15340,6/2/2025,2025†,All-Drug,Locality,51760,Richmond City,Richmond City,*,*
15341,6/2/2025,2021,Heroin,Locality,51113,Madison County,Rappahannock/Rapidan,1,7.5
15342,6/2/2025,2020,Heroin,Locality,51660,Harrisonburg City,Central Shenandoah,0,0
15343,6/2/2025,2024^,Any Opioids,Locality,51059,Fairfax County,Fairfax,54,4.7
15344,6/2/2025,2022,Heroin,Locality,51087,Henrico County,Henrico,17,5.1
15345,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51700,Newport News City,Peninsula,5,2.8
15346,6/2/2025,2021,Methadone,Locality,51057,Essex County,Three Rivers,0,0
15347,6/2/2025,2022,Psychostimulant,Locality,51171,Shenandoah County,Lord Fairfax,3,6.8
15348,6/2/2025,2023,Psychostimulant,Locality,51195,Wise County,Lenowisco,18,48.4
15349,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51101,King William County,Three Rivers,2,11.3
15350,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51067,Franklin County,West Piedmont,4,7.1
15351,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51049,Cumberland County,Piedmont,1,10.1
15352,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51165,Rockingham County,Central Shenandoah,0,0
15353,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,0,0
15354,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51760,Richmond City,Richmond City,13,5.6
15355,6/2/2025,2021,All-Drug,Locality,51067,Franklin County,West Piedmont,26,46.3
15356,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,0,0
15357,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51091,Highland County,Central Shenandoah,0,0
15358,6/2/2025,2020,Cocaine,Locality,51710,Norfolk City,Norfolk City,28,11.5
15359,6/2/2025,2022,Any Opioids,Locality,51003,Albemarle County,Blue Ridge,17,15.4
15360,6/2/2025,2023,Any Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.8
15361,6/2/2025,2022,Any Opioids,Locality,51009,Amherst County,Central Virginia,4,12.6
15362,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51710,Norfolk City,Norfolk City,90,37.1
15363,6/2/2025,2024^,Psychostimulant,Locality,51620,Franklin City,Western Tidewater,0,0
15364,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51019,Bedford County,Central Virginia,2,2.5
15365,6/2/2025,2025†,Methadone,Locality,51680,Lynchburg City,Central Virginia,0,0
15366,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2
15367,6/2/2025,2023,Cocaine,Locality,51183,Sussex County,Crater,2,18.3
15368,6/2/2025,2021,Heroin,Locality,51115,Mathews County,Three Rivers,0,0
15369,6/2/2025,2024^,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,3,10
15370,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0
15371,6/2/2025,2025†,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
15372,6/2/2025,2024^,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0
15373,6/2/2025,2024^,Methadone,Locality,51107,Loudoun County,Loudoun,0,0
15374,6/2/2025,2021,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,0,0
15375,6/2/2025,2024^,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,5,13.3
15376,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,11,35.6
15377,6/2/2025,2022,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0
15378,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,0,0
15379,6/2/2025,2022,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5
15380,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0
15381,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,2,25.5
15382,6/2/2025,2020,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0
15383,6/2/2025,2024^,Psychostimulant,Locality,51670,Hopewell City,Crater,1,4.5
15384,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,9,5.7
15385,6/2/2025,2024^,All-Drug,Locality,51191,Washington County,Mount Rogers,7,13
15386,6/2/2025,2024^,Methadone,Locality,51015,Augusta County,Central Shenandoah,1,1.3
15387,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0
15388,6/2/2025,2024^,All-Drug,Locality,51059,Fairfax County,Fairfax,83,7.2
15389,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51145,Powhatan County,Chesterfield,0,0
15390,6/2/2025,2019,Any Opioids,Locality,51027,Buchanan County,Cumberland Plateau,2,9.5
15391,6/2/2025,2022,Heroin,Locality,51730,Petersburg City,Crater,3,9.9
15392,6/2/2025,2022,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0
15393,6/2/2025,2020,All-Drug,Locality,51017,Bath County,Central Shenandoah,1,24.3
15394,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51095,James City County,Peninsula,2,2.6
15395,6/2/2025,2025†,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
15396,6/2/2025,2024^,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,2,1.8
15397,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51021,Bland County,Mount Rogers,0,0
15398,6/2/2025,2019,Psychostimulant,Locality,51105,Lee County,Lenowisco,3,12.8
15399,6/2/2025,2025†,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,0,0
15400,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51163,Rockbridge County,Central Shenandoah,2,8.8
15401,6/2/2025,2020,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,0,0
15402,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51683,Manassas City,Prince William,0,0
15403,6/2/2025,2025†,Heroin,Locality,51199,York County,Peninsula,0,0
15404,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51057,Essex County,Three Rivers,0,0
15405,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51071,Giles County,New River,1,6
15406,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51650,Hampton City,Hampton,5,3.7
15407,6/2/2025,2023,Benzodiazepine,Locality,51035,Carroll County,Mount Rogers,1,3.3
15408,6/2/2025,2021,Benzodiazepine,Locality,51153,Prince William County,Prince William,12,2.5
15409,6/2/2025,2019,Heroin,Locality,51165,Rockingham County,Central Shenandoah,1,1.2
15410,6/2/2025,2025†,Cocaine,Locality,51590,Danville City,Pittsylvania/Danville,0,0
15411,6/2/2025,2019,Heroin,Locality,51800,Suffolk City,Western Tidewater,8,8.7
15412,6/2/2025,2020,Methadone,Locality,51049,Cumberland County,Piedmont,0,0
15413,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51760,Richmond City,Richmond City,6,2.6
15414,6/2/2025,2019,Psychostimulant,Locality,51580,Covington City,Alleghany,1,18.1
15415,6/2/2025,2024^,Any Opioids,Locality,51540,Charlottesville City,Blue Ridge,4,8.5
15416,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51181,Surry County,Crater,0,0
15417,6/2/2025,2025†,All-Drug,Locality,51590,Danville City,Pittsylvania/Danville,0,0
15418,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51107,Loudoun County,Loudoun,30,7.1
15419,6/2/2025,2023,Psychostimulant,Locality,51191,Washington County,Mount Rogers,8,14.9
15420,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,3,41.3
15421,6/2/2025,2022,Psychostimulant,Locality,51530,Buena Vista City,Central Shenandoah,1,15.6
15422,6/2/2025,2023,Methadone,Locality,51810,Virginia Beach City,Virginia Beach,5,1.1
15423,6/2/2025,2023,All-Drug,Locality,51750,Radford City,New River,5,27.4
15424,6/2/2025,2025†,Cocaine,Locality,51081,Greensville County,Crater,0,0
15425,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51007,Amelia County,Piedmont,2,15.4
15426,6/2/2025,2022,Psychostimulant,Locality,51149,Prince George County,Crater,0,0
15427,6/2/2025,2019,Psychostimulant,Locality,51193,Westmoreland County,Three Rivers,2,11.1
15428,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51173,Smyth County,Mount Rogers,2,6.6
15429,6/2/2025,2022,Psychostimulant,Locality,51047,Culpeper County,Rappahannock/Rapidan,1,1.9
15430,6/2/2025,2022,Methadone,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
15431,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51071,Giles County,New River,1,6
15432,6/2/2025,2024^,Benzodiazepine,Locality,51147,Prince Edward County,Piedmont,1,4.3
15433,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51740,Portsmouth City,Portsmouth,82,86.2
15434,6/2/2025,2023,Cocaine,Locality,51013,Arlington County,Arlington,12,5
15435,6/2/2025,2022,Psychostimulant,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7
15436,6/2/2025,2023,Cocaine,Locality,51043,Clarke County,Lord Fairfax,0,0
15437,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51027,Buchanan County,Cumberland Plateau,2,9.7
15438,6/2/2025,2024^,Psychostimulant,Locality,51179,Stafford County,Rappahannock,6,3.8
15439,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51041,Chesterfield County,Chesterfield,39,10.9
15440,6/2/2025,2021,Cocaine,Locality,51139,Page County,Lord Fairfax,1,4.2
15441,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51153,Prince William County,Prince William,4,0.8
15442,6/2/2025,2021,Methadone,Locality,51053,Dinwiddie County,Crater,0,0
15443,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51830,Williamsburg City,Peninsula,1,6.6
15444,6/2/2025,2023,Any Opioids,Locality,51015,Augusta County,Central Shenandoah,7,9.1
15445,6/2/2025,2023,All-Drug,Locality,51137,Orange County,Rappahannock/Rapidan,10,26.5
15446,6/2/2025,2023,Cocaine,Locality,51137,Orange County,Rappahannock/Rapidan,5,13.3
15447,6/2/2025,2024^,Any Opioids,Locality,51175,Southampton County,Western Tidewater,1,5.7
15448,6/2/2025,2025†,Any Opioids,Locality,51690,Martinsville City,West Piedmont,0,0
15449,6/2/2025,2019,Any Opioids,Locality,51095,James City County,Peninsula,7,9.1
15450,6/2/2025,2020,Heroin,Locality,51036,Charles City County,Chickahominy,0,0
15451,6/2/2025,2021,Heroin,Locality,51035,Carroll County,Mount Rogers,2,6.7
15452,6/2/2025,2025†,Cocaine,Locality,51161,Roanoke County,Alleghany,0,0
15453,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51175,Southampton County,Western Tidewater,2,11.3
15454,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51590,Danville City,Pittsylvania/Danville,4,10
15455,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51075,Goochland County,Chickahominy,5,20.5
15456,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51019,Bedford County,Central Virginia,3,3.8
15457,6/2/2025,2023,Psychostimulant,Locality,51520,Bristol City,Mount Rogers,5,28.9
15458,6/2/2025,2021,Benzodiazepine,Locality,51137,Orange County,Rappahannock/Rapidan,1,2.7
15459,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51185,Tazewell County,Cumberland Plateau,1,2.5
15460,6/2/2025,2025†,Methadone,Locality,51147,Prince Edward County,Piedmont,0,0
15461,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0
15462,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51161,Roanoke County,Alleghany,4,4.2
15463,6/2/2025,2021,Heroin,Locality,51181,Surry County,Crater,0,0
15464,6/2/2025,2019,Any Opioids,Locality,51097,King and Queen County,Three Rivers,0,0
15465,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,0,0
15466,6/2/2025,2023,Heroin,Locality,51049,Cumberland County,Piedmont,1,10.1
15467,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,56,22.7
15468,6/2/2025,2023,Heroin,Locality,51067,Franklin County,West Piedmont,1,1.8
15469,6/2/2025,2021,Methadone,Locality,51680,Lynchburg City,Central Virginia,0,0
15470,6/2/2025,2024^,Any Opioids,Locality,51097,King and Queen County,Three Rivers,0,0
